id	review_lemmas	food	interior	price	service	whole	
147	на прошлый неделя удаваться таки сходить в этот ресторан друг очень рекомендовать ,  а время никак не быть ,  ну вот свершаться у вход встречать приветливый гардеробщик ,  хотя быть достаточно тепло ,  и его присутствие я удивлять ,  обычно с наступление тепло они исчезать ,  как вид ..  тут нет милый девушка проводить в зал для курящий садиться за стол ,  подходить официант ,  вежливый и услужливый молодой человек в зал работать кондиционер ,  и быть немного прохладно ,  для я ,  официант увидеть мой дискомфорт предлагать плед отказываться ,  и в общий потом привыкать к прохлада ,  зато запах дым и кухонный совсем не присутствовать заказывать салат из их меню с семга горячий копчение ,  очень понравиться ,  просто восторг ,  а еще быть хлебный тарелка  -  вот тут я понимать ,  как мало надо человек для счастие ,  свежий ,  теплый хлеб источать божественный аромат ,  да и вкус не подводить горячее брать не становиться ,  а вот от десерт отказатся не смочь ,  брать два шоколад  -  я влюбляться в этот шедевр все советовать ,  попробовать с чашка кофе  -  просто нет слово как вкусно в целое ресторан очень понравиться ,  атмосфера уютный ,  кухня очень вкусный ,  и достаточно быстрый обслуживание советовать сходить кто еще небыть ,  думать понравиться друг спасибо ,  что рекомендовать ,  ни сколько не пожалеть все супер !!!	positive	positive	absence	positive	positive	
148	первый раз зайти случайно ,  хотеться кофе попить ... сразу быть очаровывать обслуживать персонал :  встречать так ,  как будто ждать именно ты и очень рад визит кофе вкусный ,  тортик отменный потом несколько раз заходить с друг ,  посидеть ,  выпивать пивко выбор пиво небольшой ,  но это нормальный все-таки это много кондитерский ... хотя все находить себя напиток по вкус ,  быть и тиммерманс и невский очень понравиться закусочка :  и жарить крылышко ,  и особенно кальмар они подавать еще и с колечко лук правда без соус ,  в меню мы соус тоже не обнаруживать ,  но приветливый девушка - официантка на наш вопрос о соус ,  предлагать 2 вид и сразу же приносить интерьер неплохой ,  жалко только ,  что диванчик и плазменный панель только в зал для некурящий обслуживание на 10 ,  весь вовремя ,  мило и с улыбка отлично ,  что появляться такой приятный местечко в наш район	both	both	absence	positive	positive	
149	быть в этот ресторан два раз в первый раз работать хороший официант  -  все дружелюбный и быстро кухня до итальянский не дотягивать  -  если только размер порция но вполне съедобный второй посещение этот ресторан очень разочаровывать решать проверять ,  так ли хороший бизнес - ланч ,  как про они говорить разочарование номер раз  -  заказывать бизнес - ланч можно только ,  сидеть внутри помещение столик на улица почему-то  ( ??? )  для это не предназначать ну ока пересаживаться  )  в помещение лето жарко очень так как на мы не оказываться бриони и ланжин ,  то обслуживать начинать сперва тот ,  кто этот прелесть приносить на себя  )  ну и заказывать один бизнес - ланч ,  если ты приходить вдвоем нельзя  ( ???)  то быть ,  когда у другой просто нет аппетит или порция для один очень большой и все это сопровождаться надменный выражение лицо официантка вывод рано мы рекомендовать друг посещать этот ресторан и сам хотеть становиться завсегдатай а теперь и друг отговаривать и сам не пойти обычный совковый ресторанчик с итальянский название тот ,  кто хоть раз бывать в италия ,  понимать в питер быть гораздо более достойный заведение с итальянский кухня и хороший сервис а этот ребята еще стоить прокачаться все решать человек на место и если менеджер этот ресторан читать мой отзыв  -  пусть принимать к сведение  )  авось	negative	negative	absence	negative	negative	
150	вчера впервые побывать у вы на комендантский 2 очень уютный атмосфера обслуживание и внимание персонал высоко всякий похвала  ( отдельный спасибо официант евгений ,  обслуживающий наш столик ) долгий время мы быть завсегдатай другой итальянский ресторан ,  теперь наш сердце  ( и желудок )))  принадлежать капон !!!  быть немного рискованный для мы приходить к вы вчера впервые ,  т к планироваться ужин в честь мой д р но мы оставаться в полный восторг ,  и уже сегодня с утро ,  созваниваться с друг все настоятельно рекомендовать к вы приходить !!!  уже довольно давно относиться к свой день рождение более чем спокойно ,  ограничиваться тихий семейный ужин но вчера ... впервые за много год вернуться настроение праздник ,  как из детство за что огромный вы спасибо !!!  отдельно хотеться отмечать качество живой музыка быть приятно удивлять и конечно наш комплимент повар !!!  и вкус и оформление блюдо достойный самый высокий оценка !!!  обязательно быть заходить к вы по весь повод ,  и без оный ,  и конечно быть рекомендовать ваш ресторан весь свой друг еще раз огромный спасибо за великолепный вечер !!!	positive	positive	absence	positive	positive	
151	быть в этот ресторан компания интерьер понравиться ,  ресторан пока новый а вот кухня простецкий ,  как в обычный забегаловка ,  и вообще не соответствовать интерьер подача блюдо тоже не впечатлять ,  ни какой изыск ,  морковка настругивать - единственный яркий пятно на тарелка ))))  обслуживание тоже оставлять желать хороший ,  заказ такой как чай например ,  ждать минута 15 (((  ваза для цветок ждать весь вечер ,  проводить в ресторан цена на напиток убивать на повал ,  чай за 400 руб это жесть средний цена на неалкогольный напиток 250 - 300 руб ,  не знать как для другой житель наш район ,  для я это дорого ради интерьер точно больше не пойти ,  ведь в ресторан идти получать удовольствие от еда ,  на то такой заведение и нужный блюдо компания брать разный : суп ,  шашлык ,  хачапури ,  десерт - и все как один оставаться недовольный а счет приносить мы внушительный ,  как в хороший дорогой ресторан	negative	positive	negative	negative	negative	
152	первый свидание с молодой человек решать проводить в этот ресторан  ( мы он рекомендовать ) все быть замечательно от начало и до конец при вход встречать ,  проводить до место ,  предлагать меню народ практически не быть ,  что сыграть мы только на рука интерьер понравиться ,  светлый ,  уютный место ,  приятный итальянский музыка .... романтикаааа минус быть один :  в туалетный комната быть пустой корзинка с бумажный полотенце но общий впечатление это не испортить заказывать : - пенне 4 сыр  - спагетти карбонар  - овощ на гриль  - фокачча с прованский трава и сырой пармезан  -  вино я и спутник мой водка  ( уже не помнить ,  что брать ) -  чай с лимон и чабрец заказ приносить довольно быстро хотеть взять еще вкусности ,  но девушка предупреждать мы ,  что блюдо сытный и всегда можно дозаказывать она оказываться правый ,  ибо уже в середина трапеза приходить осознание ,  что баста наедаться !.... но как говориться ,  желудок полный ,  а глаз требовать все оказываться очень вкусный ,  спасибо повар вино оказываться волшебный вкусный легкий ,  с приятный послевкусие максимальный оценка не поставлять ..... вроде все хорошо ,  но до идеал не дотягивать но сей заведение посещать снова )	positive	both	absence	positive	positive	
153	хороший ресторан с неплохой обслуживание быть в немой два раз оба раз оставаться довольный уютный интерьер в итальянский стиль ,  вежливый и внимательный девушка официант ,  приятный музыка без бум - бум кухня  –  не плохой ,  хотя ,  некоторые блюдо ,  быть приготавливать не по правило а что самый главное  -  не много человек оба раз ,  когда мы быть в ресторан ,  параллельно с мы быть занятый лишь 2 - 3 столик ресторан хорошо подходить для романтический ужин по цена :  ужин на двое обходиться где-то 2000р	both	positive	neutral	positive	positive	
154	до недавний время регулярно с коллега посещать этот заведение но в последний время и кухня и обслуживание ухудшаться :  то суша быть настолько соленый ,  что есть они быть невозможный ,  то пирожок к первый блюдо быть подавать после то ,  как сам первый быть съедать а сегодня заказывать кулеша блюдо из рядовой меню ,  без изыск через 20 минута ожидание спрашивать официантка любовь о то ,  скоро ли быть подавать суп ответ  -  через 3 - 5 минута проходить еще 10 отказываться от суп и попросить книга отзыв книга приносить довольно быстро ,  а еще через 5 минута  -  суп ,  кушать который уже не быть желание попросить подходить к мы или управлять или другой администратор через пять минута подходить девушка ,  который не представляться спрашивать о наш претензия на наш замечание о то ,  что порция суп мы быть вынуждать ждать около получас ,  последовать не извинение ,  а фраза о то ,  что много клиент для ресторан такой уровень не допустимый ,  чтобы расхлябанность и неисполнительность персонал сказываться на общий впечатление о заведение	negative	absence	absence	negative	negative	
155	очень не понравиться обслуживание быть вчера вечер ,  заказывать ,  приносить достаточно быстро ,  но вот потом про мы как - будто забывать ,  мы допивать напиток и хотеть повторять они ,  но к мы пол час никто не подходить ,  официант бегать мимо ,  но в наш сторона даже не смотреть ,  несмотря на то ,  что мы весь сила пытаться обращать на себя внимание к слово ,  в зал быть совсем немного стол ..... в итог я приходиться подходить к барный стойка и позвать кто-нибудь потом мы ждать напиток около 40 минута ,  а на вопрос -  где наш напиток ,  мы быть выдавать :- а что ,  вы еще они не приносить ????.  удивлять также то ,  что с гость в плюшкин не прощаться резкий контраст плохой сервис и очень вкусный кухня и уютный интерьер ....!!!!	positive	positive	absence	negative	both	
156	кухня супер ,  спасибо повар ,  интерьер приятный ,  ходить на фонарный уже более 5 год быть карточка постоянный гость но последний раз ,  хамство девушка  , который рано работать официантка , а сейчас видимо менеджер , вообще отбивать весь желание приходить когда мы спрашивать , возможно ли мы садиться за круглый столик большой компания , она отвечать что нет мы уточнять почему именно и удивляться -  ведь рано постоянно сидеть за круглый стол ...  на что получать ответ если я захотеть вы вообще здесь находиться не быть !!!.  все быть в шок мы оставаться там в тот вечер так как любить тан жена и его кухня ,  но после этот раз желание приходить не быть ни у кто неужели вы считать правильный так разговаривать с ваш гость ,  неужели у вы в ресторан менеджер а не хозяин принимать решение кто здесь быть есть а кто нет ???	positive	positive	absence	negative	both	
157	как то посещать данный заведение с жена и друг прочитывать положительный отзыв столик заказывать заранее , обстановка довольно уютный , офицыанта и меню ждать минута двадцать , но не дождаться ,  решать этот вопрос сам !!! заказ начинать приносить через полтора час ,  мы уже собираться уходить , носить в течение еще полтора час !!! из семь заказывать блюдо понравиться только два !!! в ресторан довольно уютно , быть не плохой программа развлечение в который мы принимать непосредственный участие !!! в связь с высоко излагать администрация данный заведение хотеться пожелать более внимательно относиться ко весь гость заведение и проводить работа над ошибка , а пока это не происходить делать там нечего !!!	negative	positive	absence	negative	negative	
158	быть с муж ,  хотеть отмечать дата знакомство ,  но долго  ( минута 15 - 20 ) ждать в гардероб ,  пока мы приглашать внутрь ,  хотя быть уже достаточно поздно и когда мы входить оказываться ,  что зал быть полупустой ладно ...  не нервничать ...  доброжелательный такой ,  праздник все-таки ...  интерьер интересный заказывать блюдо ,  название не помнить  ( я  -  что-то из курица ,  муж захотеть попробовать конина ) горячий готовиться минута 10 ... быстро  -  не спорить ,  но как за 10 минута можно приготавливать конина быть полный ощущение и от вид и от вкус ,  что блюдо стоять уже пара сутки и быть просто разогревать в микроволновка никакой соль ,  никакой специя ,  совершенно пресный еда  ( хотя ,  не спорить ,  кто-то любить и так ,  но официант мочь бы предупреждать и поставлять на стол много специя ) сервировать просто никак доедать не смочь настроение импортиться самый съедобный оказываться салат из зелень и овощ ,  соглашаться ,  сложно испортить цена в общий ,  средний , но при такой кухня совершенно неоправданный мы и за доплата больше туда не пойти	negative	positive	negative	negative	positive	
159	ужасный персонал на невский пр-т 22 ,  особенно если сидеть у окно  ( некурящий ) там всегда обслуживать новый официант ,  плохо знать меню приносить не то что заказывать хотя должный отмечать ,  что не весь официант такой ,  быть всегда вежливый ,  хорошо обучать и девченка что на вход всегда очень аккуратно относиться к клиент после 2 месяц обед в этот заведение ,  и 4 раз ,  когда обед приносль через час после заказ ,  естественно весь остыть ,  много нет желание заходить сюда судя по оценка сервис ,  я не единственный ребята если вы сложно кормить человек в обед ,  пожалуйста не делать это	absence	absence	absence	both	negative	
160	возможно я не посчастливиться ,  но ни один из написать комментарий не быть похожий хоть толика на то ,  что удаваться увидеть я ....  мы с друг ожидать свой друг ,  который еще не подъезжать ,  решать взять пара закуска  -  салями и оливка в этот время в ресторан быть только два столик с гость проходить минута десять ... мы ничто не приносить ,  подзывать официант ,  мы попросить чай проходить еще минута пять ..... закуска так и не пахнуть ....  мы уже становиться казаться ,  что готовить официант все сам ... я подзывать официант и сказать ,  что мы думать уже пойти .... после что через 4 минута появляться салями .... я мясо не есть ,  потому пробовать не становиться ,  друг сказать ,  что салями неплохой через 3 минута приносить чай ... и когда мы он давать ,  я попросить счет приносить он через 3 минута .... оливка я так и не увидеть ....  позвонить друг и поехать в ресторан ,  в который ходить весь время ходить в этот ресторан не рекомендовать .....	positive	absence	absence	negative	negative	
161	давно хотеть написать ,  да весь как-то не быть время ,  только сейчас писать ...  несколько год посещать ресторан  ' хутор водограй ' всегда все нравиться ,  и кухня ,  и обслуживание ,  атмосфера и настроение в ресторан всегда чувствоваться украинский колорит однако ,  наш последний визит перечеркнуть весь позитивный впечатление мы с муж приходить вечер ,  мы никто не встречать ,  мы долго стоять у вход и приседать сам ,  в растерянность ,  и спустя минута 10  ( ),  к мы подходить кто-то в зауживать спускать джинсы ,  давать меню и сказать :  -  ожидать официант ,  так как сам не смочь мы помогать в выбор напиток очень бы хотеться ,  поинтересоваться у руководитель ,  считать ли они этот допустимый ,  при условие ,  что ресторан высокий уровень ?!!  ужас этот вечер продолжаться далее к мы подходить официант ,  который как я показываться ,  меню даже не открывать ,  в отличие я ,  изучать он за 20 минута ожидание сделать заказ ,  поесть с горе пополам с себя решать взять любимый наш пирожок ,  знать ,  что они ручной работа ,  и хоть как-то подымать себя настроение и опять сюрприз оказываться ,  что они больше нет в меню на вопрос  :  почему ,  официант ,  заявлять ,  что они некого делать к сожаление ,  мы так и не понимать ,  что происходить с ресторан ,  жаль ,  что должный уровень уже нет и приходиться искать новый любимый ресторан юлия	negative	positive	absence	negative	negative	
162	давно не быть в такой ужасный место обслуживание просто ни в какой рамка не лезть ,  офицантка просто не обращать на ты никакой внимание ,  а если уж все-таки удаваться кто-нибудь поймать ,  то на ты смотреть с такой выражение лицо .. ах ,  вы еще и приносить что-то надо ....  по - повод самый еда  -  ни один блюдо восхищение не вызывать в сила обстоятельство ,  быть в этот ресторанчик не один раз ,  но как-то с каждый раз убеждаться в совем первый впечатление однажды при заказ суп из меню официантка сказать ,  что следовать заказывать другой ,  так как этот скисать  ( !!!).  интерьер  -  очень темный ,  не каждый тоже быть по вкус в общий ,  не советовать ходить в этот место на тот же улица быть довольно много заведение хороший качество	negative	negative	absence	negative	negative	
163	посещать этот заведение раз пять возвращаться туда заставлять лишь хороший кухня .. карпаччо подавать со всевозможный бальзамик и масло неплохой выбор вино интерьер приятный :  быть гардероб ,  диван ,  приглушать свет ,  ненавязчивый музыка  ( даже как-то раз наткнуться там на саксофонист ),  приятный атмосфера ...  но обслуживание отвратительно навсегда оставаться в память официант ,  который обращаться к мы исключительно на ты ,  дерзить ,  а когда он быть сделать замечание ,  он мы сообщать ,  что он поругаться со свой девушка и у он отвратительный настроение в в другой раз мы везти не мало муж заказывать стейк и мы често ждать его прибытие много час когда наш официантка весь таки соизволять появляться  ( сидеть мы почти у вход ),  от стейк мы отказываться ,  но он волшебный образ все равный оказываться на стол уже через 5 минута и приходиться долго объяснять официантка ,  что он уже никто быть не быть !...  резюме следующий :  место в целое отличный ,  цена не кусаться ,  но следовать серьезно задумываться о замена персонал ...	positive	positive	positive	negative	both	
164	заходить в суббота в 5 вечер в начало декабрь разумеется быть много народ заказ ждать час , то быть даже салат мы приносить только через час , почему-то вместе с горячий за соседний столик перепутывать заказ и после час ожидание человек получать совсем не то , что хотеть паста , ризотто ... быть неплохой в принцип ничего выдающийся , но мы ничто и не ожидать ,  просто зайти пообедать не понравиться долгий ожидание и какой то отчужденность официант , который просто уходить на улица посидеть на скамеечка ... в тот время как мы хотеть расплачиваться посидеть минута 10 , поболтать с кто-то и наконец таки приходить к мы , но с такой вид тип че не подождать что ли ... вежливость и желание обслуживать гость я у он не замечать уютно , тесно , с сервис мы не везти супчик вкусный заглядывать туда еще на чайка и десерт , если быть идти мимо	positive	both	absence	negative	both	
165	мой молодой человек как-то заказывать столик на 8 март интерьер  -  понравиться ,  кухня  -  тоже а вот обслуживание .... то ли обслуга стремиться начинать отмечать 8 - е март быстро  ( мы приезжать туда около 21.30 , девушка при вход сказать ,  что ресторан работать до 23.00 ,  хотя заранее ,  когда делаться бронь столик ,  мы никто не предупреждать ,  что ресторан быть работать до 23.00 )  заказ приносить довольно быстро ,  но как только мы приступать к еда ,  девушка хамски попросить мы пересаживаться за другой столик я естественно ,  отказываться настроение испортить не быть  ( простой быть неприятно ),  но чаевые мы не оставлять ресторан ваш ,  рекомендовать никто не быть	positive	positive	absence	negative	both	
166	недавно с подруга ужинать у вы давно смотреть проезжий мимо на машина и ,  наконец ,  решаться встречать мы усталый но приветливый девушка и тут же проводить до столик вид из окно  -  высоко всякий похвала интерьер не запоминаться вот вообще помнить только что столовый прибор ,  бокал и специя находиться вдоль стена на невысокий ступенька и что мимо бегать ребенок и к этот прибор тянуться как к любимый игрушка ничто страшный ,  даже забавный ,  но свой прибор ,  на всякий случай ,  протирать салфетка меню показываться немного скучный ,  но мы быстро определяться с выбор подруга есть томатный суп и стейк из мраморный говядина со свежий томат ,  а я такой же стейк с овощ гриль что мочь сказать ...  мясо быть прожаривать чуть сильно , чем заказывать ,  но , то не менее ,  вкусный и нежный на десерт попробовать шоколадный кекс с горячий шоколад внутри и мороженое вот что быть действительно невероятно вкусный они рекомендовать попробовать все обслуживание не впечатлить вот честно пепельница менять крайне редко ,  грязный посуда не замечать минута по 10 ,  и это притом , что пробегать мимо стол не раз и не два но во время непосредственный общение официант быть милый и дружелюбный ,  что сглаживать отрицательный впечатление в общий весь быть очень мило понравиться ли я скоро да , чем нет вернуться ли я туда скоро нет , чем да	positive	neutral	absence	both	both	
167	недавно первый раз побывать в ресторан волна привход встречать милый девушка предлагать столик на выбор я решать выпивать вино и поинтересоваться у официантка какой вино я посоветовать ,  явно меню в этот ресторан официант не учить ,  ничто про вино она я не смочь обьяснивать выбирать бытылочка вино сам ,  решать попробовать салат из руккола с печеный картофель и гребешок со спаржа удивляться когда перед салат приносить комплимент от шеф-повар ,  хотя мой восторг быть не долгий ,  салат я нести минута 40 если не много ,  салат быть на 4 ,  после что гребешок я ждать еще минута 30 ,  десерт даже не становиться заказывать приятный атмосфера ,  но не более то и на 2ом этаж очень душно	absence	both	absence	both	both	
168	добрый день все в ресторан мисо на московский ходить с коллега обедать практически каждый день ,  обычно компания 5 - 6 человек ,  до этот инцидент мы быть очень довольный кухня и обслуживание ,  прекрасный интерьер и атмосфера ,  но в очередной наш ланч быть добавлять человеческий волос !!!!!!  черный и плотный ,  прекрасно наматывать на кусочек мясо ,  который попадать я в рот хороший настроение уходить вместе с аппетит конечно я предлагать заменять блюдо ,  но желание быть больше не быть не думать ,  что в близкий время у я ,  либо у мой коллега появляться желание посещать данный заведение	negative	positive	absence	both	negative	
169	быть в ресторан 2 раз один раз день ,  все понравиться , второй раз вечер ,  решать зайти выпивать чай и вино ..  сидеть ,  есть  - пить ,  вдруг подходить официантка и говорить :  а вы знать ,  что мы сегодня работать до 22.00 мы удивляться , т к время быть 21.20 и мы хотеть приятно проводить вечер в ресторан ..  через 5 минута официантка опять подходить и попросить мы она понимать  (  и другой работник ), т к они начальство разрешать уходить домой рано ,  когда никто нет а мы ,  видимо ,  быть никто ,  по ее мнение .. но елси вдруг еще кто-то прийти ,  то конечно они еще поработать ..  ругаться не хотеться ,  тк мы оимечать небольшой праздник ,  поэтому в 21.40 мы уходить чаевые оставлять совсем не захотеться	neutral	absence	absence	negative	both	
170	отмечать день рождение ,  компания из 8 человек в общий и целый понравиться по меню :  ценник выше средний небольшой выбор салат из блюдо компания перепробовать :  соление ,  кармашек с гриб и рыба ,  жареный камамбер ,  шашлык из свинина ,  свинина с моцарелла и гриб ,  угорь все понравиться -  порция большой по обслуживание :  несколько медлительный официантка блюдо нести долго и неравномерно  ( половина народ сидеть уже с пустой тарелка ,  а второй еще даже не получать закуска ) особенно долго получаться с булочка (  а они оказываться очень вкусный ) рассчитываться приходиться на стойка ,  официантка так и не приносить счет в принцип праздник удаваться и недочет не испортить общий впечатление	positive	absence	negative	negative	both	
171	приятно когда ты встречать улыбка аж с парковка !!!! : 0 )))))  попадать в ресторан и сразу ощущать хороший настроение во весь атмосфера  :  интерьер ,  персонал ,  музыкальный сопровождение  ,  свеча -  цветок  ,  все красиво ,  все настраивать на приятный волна по кухня можно сказать ,  что уровень выдерживать  ,  отличный подача мясо  ,  холодный закуска ,  десерт ....  комплимент от ресторан в вид вазочка с виноград ,  очень оригинально и неожиданно  ,  а так же вкусно  : 0 )))))  понимать ,  что постный меню трудно разнообразить  ,  можно отмечать выдержанный стиль и вкус блюдо общий впечатление от заведение ,  по домашний теплый и уютный  ,  спасибо персонал и создатель за чудесный место ,  успех вы и развитие ,  добрый гость и новый победа !!!!	positive	positive	absence	positive	positive	
172	отмечать свадьба друг приезжать вечер ,  идти дождь и это единственный недостаток вечер )  что сразу же приятно удивлять ,  официантка !!! - весь как на подбор улыбаться совершенно искренне и доброжелательно ,  а не с цель получать чаевые  ( к то же какой чаевые - это же банкет ),  встречать ,  провожать ,  а в течение весь праздник ненавязчивый как невидимка менять блюдо ,  в тот же время когда надо быть - они тут же появляться )  вобщий отдельный спасибо ,  давно не встречать такой обслуживание меню посмотреть не мочь ,  поэтому название не знать ,  цена тоже очень понравиться салат с креветка и лист ,  рулетика из баклажан  ( начинка включать в себя грецкий орех ,  остальное не понимать ))),  холодный рыбный рулет и ,  корюшка ,  фаршированный рис и овощ - поистине красивый и вкусный блюдо свинина почему-то быть непрожаривать отдельно хотеться отмечать интерьер - особенно снаружи  -  качели ,  беседка ,  веселый фигурка ... вобщий фотография получаться красочный )  уже порекомендовать этот заведение весь друг не только молодой там понравиться ,  но и человек старший отмечать ,  что он выбирать родитель наш жених ,  сдаваться я ,  что отзыв наталья а  -  отзыв мама наш друг ,  так что не относиться так скептичный ,  человек долго выбирать этот заведение и написать откровенный отзыв ,  пусть и немногословный ,  зато честно и без пафос )))	both	positive	absence	positive	positive	
173	хороший свежий ресторан ,  обслуживание понравиться ,  встречать -  проводить ,  усадить ,  подвигать стол официант девушка быть очень вежливый и услужливый еда понравиться  , быть вкусно что не понравиться ,  на что надо администрация обращать внимание :  1 нет в карта вино ,  полусладкий вино хотя алкогольный карта очень большой 2 приносить комплимент от заведение ,  потом увидеть он в счет ..  зачем при такой цена ,  это делать ,  оставаться загадка ..  но в целое в печатление оставаться хороший ,  отдыхать хорошо ,  хотя заведение не дешевый	both	absence	negative	positive	positive	
